test_case_id,step_number,endpoint,method,test_data_row,request_params,request_body,final_url,response_status,expected_status,execution_time,status
_api_v1_provinces_Provinces_0_1,1,get-/api/v1/provinces,GET,10,"{""optional"": ""yes""}",{},https://canada-holidays.ca/api/v1/provinces?optional=yes,400,4xx,0.307s,PASS
_api_v1_provinces_Provinces_0_1,1,get-/api/v1/provinces,GET,11,"{""year"": 2036, ""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/provinces?year=2036&optional=false,400,4xx,0.314s,PASS
_api_v1_provinces_Provinces_0_1,1,get-/api/v1/provinces,GET,12,"{""year"": 2013, ""optional"": ""true""}",{},https://canada-holidays.ca/api/v1/provinces?year=2013&optional=true,400,4xx,0.303s,PASS
_api_v1_provinces_Provinces_0_1,1,get-/api/v1/provinces,GET,13,"{""year"": 2025, ""optional"": ""maybe""}",{},https://canada-holidays.ca/api/v1/provinces?year=2025&optional=maybe,400,4xx,0.315s,PASS
_api_v1_provinces_Provinces_0_1,1,get-/api/v1/provinces,GET,14,"{""year"": ""abc"", ""optional"": ""1""}",{},https://canada-holidays.ca/api/v1/provinces?year=abc&optional=1,400,4xx,0.296s,PASS
_api_v1_provinces_Provinces_0_1,1,get-/api/v1/provinces,GET,15,"{""year"": 2036, ""optional"": ""maybe""}",{},https://canada-holidays.ca/api/v1/provinces?year=2036&optional=maybe,400,4xx,0.306s,PASS
_api_v1_provinces_Provinces_0_1,1,get-/api/v1/provinces,GET,16,"{""year"": -1, ""optional"": """"}",{},https://canada-holidays.ca/api/v1/provinces?year=-1&optional=,400,4xx,0.298s,PASS
_api_v1_provinces_Provinces_0_1,1,get-/api/v1/provinces,GET,17,"{""year"": ""123456"", ""optional"": """"}",{},https://canada-holidays.ca/api/v1/provinces?year=123456&optional=,400,4xx,0.307s,PASS
_api_v1_provinces_Provinces_0_1,1,get-/api/v1/provinces,GET,18,"{""year"": -1, ""optional"": 123456789}",{},https://canada-holidays.ca/api/v1/provinces?year=-1&optional=123456789,400,4xx,0.299s,PASS
_api_v1_provinces_Provinces_0_1,1,get-/api/v1/provinces,GET,19,"{""year"": ""123456"", ""optional"": 123456789}",{},https://canada-holidays.ca/api/v1/provinces?year=123456&optional=123456789,400,4xx,0.296s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,1,"{""year"": 2025, ""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/provinces/MB?year=2025&optional=false,200,2xx,0.308s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,2,{},{},https://canada-holidays.ca/api/v1/provinces/QC,200,2xx,0.307s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,3,{},{},https://canada-holidays.ca/api/v1/provinces/MB,200,2xx,0.361s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,4,"{""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/provinces/MB?optional=false,200,2xx,0.321s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,5,"{""year"": 2025, ""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/provinces/MB?year=2025&optional=false,200,2xx,0.303s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,6,"{""year"": 2025}",{},https://canada-holidays.ca/api/v1/provinces/MB?year=2025,200,2xx,0.296s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,7,"{""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/provinces/MB?optional=false,200,2xx,0.309s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,8,"{""year"": 2013}",{},https://canada-holidays.ca/api/v1/provinces/AB?year=2013,400,4xx,0.301s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,9,"{""year"": 2025}",{},https://canada-holidays.ca/api/v1/provinces/ZZ?year=2025,400,4xx,0.303s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,10,"{""year"": 2030, ""optional"": ""tru""}",{},https://canada-holidays.ca/api/v1/provinces/ON?year=2030&optional=tru,400,4xx,0.308s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,11,"{""year"": 2025, ""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/provinces/ZZ?year=2025&optional=false,400,4xx,0.294s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,12,"{""year"": 2013, ""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/provinces/AB?year=2013&optional=false,400,4xx,0.317s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,13,"{""year"": 2025, ""optional"": ""maybe""}",{},https://canada-holidays.ca/api/v1/provinces/BC?year=2025&optional=maybe,400,4xx,0.304s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,14,"{""year"": 2036, ""optional"": ""maybe""}",{},https://canada-holidays.ca/api/v1/provinces/ZZ?year=2036&optional=maybe,400,4xx,0.318s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,15,"{""year"": ""abc"", ""optional"": ""tru""}",{},https://canada-holidays.ca/api/v1/provinces/MB?year=abc&optional=tru,400,4xx,0.395s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,16,"{""year"": -1, ""optional"": """"}",{},https://canada-holidays.ca/api/v1/provinces/?year=-1&optional=,400,4xx,0.487s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,17,"{""year"": -1, ""optional"": """"}",{},https://canada-holidays.ca/api/v1/provinces/123456789?year=-1&optional=,400,4xx,0.349s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,18,"{""year"": ""123456"", ""optional"": """"}",{},https://canada-holidays.ca/api/v1/provinces/?year=123456&optional=,400,4xx,0.308s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,19,"{""year"": -1, ""optional"": 123456789}",{},https://canada-holidays.ca/api/v1/provinces/?year=-1&optional=123456789,400,4xx,0.304s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,20,"{""year"": ""123456"", ""optional"": 123456789}",{},https://canada-holidays.ca/api/v1/provinces/?year=123456&optional=123456789,400,4xx,0.368s,PASS
_api_v1_provinces_provinceId__Province_1_1,2,get-/api/v1/provinces/{provinceId},GET,21,"{""year"": ""123456"", ""optional"": 123456789}",{},https://canada-holidays.ca/api/v1/provinces/123456789?year=123456&optional=123456789,400,4xx,0.317s,PASS
_api_v1_Root_0_1,1,get-/api/v1,GET,1,{},{},https://canada-holidays.ca/api/v1,200,2xx,0.308s,PASS
_api_v1_Root_0_1,1,get-/api/v1,GET,2,{},{},https://canada-holidays.ca/api/v1,200,2xx,0.302s,PASS
_api_v1_Root_0_1,1,get-/api/v1,GET,3,{},{},https://canada-holidays.ca/api/v1,200,2xx,0.342s,PASS
_api_v1_Root_0_1,1,get-/api/v1,GET,4,{},{},https://canada-holidays.ca/api/v1,200,2xx,0.303s,PASS
_api_v1_Root_0_1,1,get-/api/v1,GET,5,{},{},https://canada-holidays.ca/api/v1,200,2xx,0.306s,PASS
_api_v1_Root_0_1,1,get-/api/v1,GET,6,{},{},https://canada-holidays.ca/api/v1,200,2xx,0.439s,PASS
_api_v1_spec_Spec_0_1,1,get-/api/v1/spec,GET,1,{},{},https://canada-holidays.ca/api/v1/spec,200,2xx,0.655s,PASS
_api_v1_spec_Spec_0_1,1,get-/api/v1/spec,GET,2,{},{},https://canada-holidays.ca/api/v1/spec,200,2xx,0.333s,PASS
_api_v1_spec_Spec_0_1,1,get-/api/v1/spec,GET,3,{},{},https://canada-holidays.ca/api/v1/spec,200,2xx,0.324s,PASS
_api_v1_spec_Spec_0_1,1,get-/api/v1/spec,GET,4,{},{},https://canada-holidays.ca/api/v1/spec,200,2xx,0.313s,PASS
_api_v1_spec_Spec_0_1,1,get-/api/v1/spec,GET,5,{},{},https://canada-holidays.ca/api/v1/spec,200,2xx,0.373s,PASS
_api_v1_spec_Spec_0_1,1,get-/api/v1/spec,GET,6,{},{},https://canada-holidays.ca/api/v1/spec,200,2xx,0.455s,PASS
_api_v1_spec_Spec_0_1,1,get-/api/v1/spec,GET,7,{},{},https://canada-holidays.ca/api/v1/spec,200,2xx,0.325s,PASS
_api_v1_spec_Spec_0_1,1,get-/api/v1/spec,GET,8,{},{},https://canada-holidays.ca/api/v1/spec,200,2xx,0.337s,PASS
_api_v1_spec_Spec_0_1,1,get-/api/v1/spec,GET,9,{},{},https://canada-holidays.ca/api/v1/spec,200,2xx,0.449s,PASS
_api_v1_spec_Spec_0_1,1,get-/api/v1/spec,GET,10,{},{},https://canada-holidays.ca/api/v1/spec,200,2xx,0.382s,PASS
_api_v1_spec_Spec_0_1,1,get-/api/v1/spec,GET,11,{},{},https://canada-holidays.ca/api/v1/spec,200,2xx,0.312s,PASS
