test_case_id,step_number,endpoint,method,test_data_row,request_params,request_body,final_url,response_status,expected_status,execution_time,status
_projects_GET_1_1,2,get-/projects,GET,23,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.038s,PASS
_projects_GET_1_1,2,get-/projects,GET,24,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.025s,PASS
_projects_GET_1_1,2,get-/projects,GET,25,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.058s,PASS
_projects_GET_1_1,2,get-/projects,GET,26,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.036s,PASS
_projects_GET_1_1,2,get-/projects,GET,27,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.037s,PASS
_projects_GET_1_1,2,get-/projects,GET,28,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.028s,PASS
_projects_GET_1_1,2,get-/projects,GET,29,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.024s,PASS
_projects_GET_1_1,2,get-/projects,GET,30,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.029s,PASS
_projects_GET_1_1,2,get-/projects,GET,31,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.026s,PASS
_projects_GET_1_1,2,get-/projects,GET,32,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.031s,PASS
_projects_GET_1_1,2,get-/projects,GET,33,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.027s,PASS
_projects_GET_1_1,2,get-/projects,GET,34,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.025s,PASS
_projects_GET_1_1,2,get-/projects,GET,35,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.035s,PASS
_projects_GET_1_1,2,get-/projects,GET,36,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.032s,PASS
_projects_GET_1_1,2,get-/projects,GET,37,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.028s,PASS
_projects_GET_1_1,2,get-/projects,GET,38,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.025s,PASS
_projects_GET_1_1,2,get-/projects,GET,39,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.026s,PASS
_projects_GET_1_1,2,get-/projects,GET,40,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.041s,PASS
_projects_GET_1_1,2,get-/projects,GET,41,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.026s,PASS
_projects_GET_1_1,2,get-/projects,GET,42,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.027s,PASS
