test_case_id,step_number,endpoint,method,test_data_row,request_params,request_body,final_url,response_status,expected_status,execution_time,status
_projects_GET_1_1,2,get-/projects,GET,16,"{""min_access_level"": 30, ""order_by"": ""created_at"", ""sort"": ""asc"", ""visibility"": ""public""}",{},http://localhost:30000/api/v4/projects?min_access_level=30&order_by=created_at&sort=asc&visibility=public,200,2xx,0.045s,PASS
_projects_GET_1_1,2,get-/projects,GET,17,"{""archived"": ""tru""}",{},http://localhost:30000/api/v4/projects?archived=tru,400,2xx,0.042s,FAIL
_projects_GET_1_1,2,get-/projects,GET,18,"{""id_after"": ""abc""}",{},http://localhost:30000/api/v4/projects?id_after=abc,400,2xx,0.031s,FAIL
_projects_GET_1_1,2,get-/projects,GET,19,"{""last_activity_after"": ""2021-02-30T25:61:61Z""}",{},http://localhost:30000/api/v4/projects?last_activity_after=2021-02-30T25%3A61%3A61Z,400,2xx,0.053s,FAIL
_projects_GET_1_1,2,get-/projects,GET,20,"{""min_access_level"": 15}",{},http://localhost:30000/api/v4/projects?min_access_level=15,200,2xx,0.052s,PASS
_projects_GET_1_1,2,get-/projects,GET,21,"{""order_by"": ""random_field""}",{},http://localhost:30000/api/v4/projects?order_by=random_field,400,2xx,0.041s,FAIL
_projects_GET_1_1,2,get-/projects,GET,22,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.043s,PASS
_projects_GET_1_1,2,get-/projects,GET,23,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.027s,PASS
_projects_GET_1_1,2,get-/projects,GET,24,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.028s,PASS
_projects_GET_1_1,2,get-/projects,GET,25,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.030s,PASS
_projects_GET_1_1,2,get-/projects,GET,26,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.029s,PASS
_projects_GET_1_1,2,get-/projects,GET,27,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.025s,PASS
_projects_GET_1_1,2,get-/projects,GET,28,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.030s,PASS
_projects_GET_1_1,2,get-/projects,GET,29,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.184s,PASS
_projects_GET_1_1,2,get-/projects,GET,30,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.451s,PASS
_projects_GET_1_1,2,get-/projects,GET,31,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.061s,PASS
_projects_GET_1_1,2,get-/projects,GET,32,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.075s,PASS
_projects_GET_1_1,2,get-/projects,GET,33,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.039s,PASS
_projects_GET_1_1,2,get-/projects,GET,34,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.026s,PASS
_projects_GET_1_1,2,get-/projects,GET,35,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.088s,PASS
_projects_GET_1_1,2,get-/projects,GET,36,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.321s,PASS
_projects_GET_1_1,2,get-/projects,GET,37,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.037s,PASS
_projects_GET_1_1,2,get-/projects,GET,38,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.060s,PASS
_projects_GET_1_1,2,get-/projects,GET,39,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.117s,PASS
_projects_GET_1_1,2,get-/projects,GET,40,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.081s,PASS
_projects_GET_1_1,2,get-/projects,GET,41,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.031s,PASS
_projects_GET_1_1,2,get-/projects,GET,42,"{""archived"": -9999999.0, ""min_access_level"": -9999999.0, ""order_by"": """", ""sort"": """", ""visibility"": """"}",{},http://localhost:30000/api/v4/projects?archived=-9999999.0&min_access_level=-9999999.0&order_by=&sort=&visibility=,400,4xx,0.028s,PASS
_projects_POST_0_1,1,post-/projects,POST,1,"{""auto_cancel_pending_pipelines"": ""enabled"", ""auto_devops_deploy_strategy"": ""continuous"", ""auto_devops_enabled"": true, ""autoclose_referenced_issues"": false, ""avatar"": ""avatar.png"", ""build_coverage_regex"": ""Coverage: (\\d+\\.\\d+)"", ""build_git_strategy"": ""fetch"", ""build_timeout"": 3600, ""builds_access_level"": ""enabled"", ""ci_config_path"": "".gitlab-ci.yml"", ""container_expiration_policy_attributes"": {""cadence"": ""1d"", ""enabled"": true, ""keep_n"": ""10"", ""older_than"": ""7d"", ""name_regex"": "".*"", ""name_regex_delete"": "".*-delete"", ""name_regex_keep"": "".*-keep"", ""next_run_at"": ""2024-06-01T12:00:00Z""}, ""container_registry_enabled"": true, ""default_branch"": ""main"", ""description"": ""A sample project for testing."", ""emails_disabled"": false, ""forking_access_level"": ""private"", ""import_url"": ""https://github.com/example/repo.git"", ""initialize_with_readme"": true, ""issues_access_level"": ""enabled"", ""jobs_enabled"": false, ""lfs_enabled"": true, ""merge_method"": ""merge"", ""merge_requests_access_level"": ""private"", ""merge_requests_enabled"": false, ""name"": ""MyProject"", ""namespace_id"": 123, ""only_allow_merge_if_all_discussions_are_resolved"": true, ""only_allow_merge_if_pipeline_succeeds"": true, ""packages_enabled"": true, ""pages_access_level"": ""public"", ""requirements_access_level"": ""enabled"", ""printing_merge_request_link_enabled"": true, ""public_builds"": false, ""remove_source_branch_after_merge"": true, ""repository_access_level"": ""enabled"", ""repository_storage"": ""default"", ""request_access_enabled"": true, ""resolve_outdated_diff_discussions"": false, ""shared_runners_enabled"": true, ""show_default_award_emojis"": true, ""snippets_access_level"": ""private"", ""snippets_enabled"": false, ""tag_list"": [""test"", ""api"", ""v1""], ""visibility"": ""private"", ""wiki_access_level"": ""enabled"", ""wiki_enabled"": false}",{},http://localhost:30000/api/v4/projects?auto_cancel_pending_pipelines=enabled&auto_devops_deploy_strategy=continuous&auto_devops_enabled=True&autoclose_referenced_issues=False&avatar=avatar.png&build_coverage_regex=Coverage%3A+%28%5Cd%2B%5C.%5Cd%2B%29&build_git_strategy=fetch&build_timeout=3600&builds_access_level=enabled&ci_config_path=.gitlab-ci.yml&container_expiration_policy_attributes=%7B%22cadence%22%3A+%221d%22%2C+%22enabled%22%3A+true%2C+%22keep_n%22%3A+%2210%22%2C+%22older_than%22%3A+%227d%22%2C+%22name_regex%22%3A+%22.%2A%22%2C+%22name_regex_delete%22%3A+%22.%2A-delete%22%2C+%22name_regex_keep%22%3A+%22.%2A-keep%22%2C+%22next_run_at%22%3A+%222024-06-01T12%3A00%3A00Z%22%7D&container_registry_enabled=True&default_branch=main&description=A+sample+project+for+testing.&emails_disabled=False&forking_access_level=private&import_url=https%3A%2F%2Fgithub.com%2Fexample%2Frepo.git&initialize_with_readme=True&issues_access_level=enabled&jobs_enabled=False&lfs_enabled=True&merge_method=merge&merge_requests_access_level=private&merge_requests_enabled=False&name=MyProject&namespace_id=123&only_allow_merge_if_all_discussions_are_resolved=True&only_allow_merge_if_pipeline_succeeds=True&packages_enabled=True&pages_access_level=public&requirements_access_level=enabled&printing_merge_request_link_enabled=True&public_builds=False&remove_source_branch_after_merge=True&repository_access_level=enabled&repository_storage=default&request_access_enabled=True&resolve_outdated_diff_discussions=False&shared_runners_enabled=True&show_default_award_emojis=True&snippets_access_level=private&snippets_enabled=False&tag_list=test&tag_list=api&tag_list=v1&visibility=private&wiki_access_level=enabled&wiki_enabled=False,400,2xx,1.735s,FAIL
_projects_POST_0_1,1,post-/projects,POST,2,"{""auto_cancel_pending_pipelines"": ""disabled"", ""auto_devops_deploy_strategy"": ""manual"", ""auto_devops_enabled"": false, ""autoclose_referenced_issues"": true, ""avatar"": ""logo.jpg"", ""build_coverage_regex"": ""Lines: (\\d+)"", ""build_git_strategy"": ""clone"", ""build_timeout"": 1800, ""builds_access_level"": ""private"", ""ci_config_path"": ""ci/config.yml"", ""container_expiration_policy_attributes"": {""cadence"": ""7d"", ""enabled"": false, ""keep_n"": ""5"", ""older_than"": ""30d"", ""name_regex"": ""^release-.*$"", ""name_regex_delete"": ""^delete-.*$"", ""name_regex_keep"": ""^keep-.*$"", ""next_run_at"": ""2024-07-01T08:00:00Z""}, ""container_registry_enabled"": false, ""default_branch"": ""master"", ""description"": ""Another test project."", ""emails_disabled"": true, ""forking_access_level"": ""enabled"", ""initialize_with_readme"": false, ""issues_access_level"": ""private"", ""jobs_enabled"": false, ""lfs_enabled"": false, ""merge_method"": ""rebase_merge"", ""merge_requests_access_level"": ""enabled"", ""merge_requests_enabled"": false, ""namespace_id"": 456, ""only_allow_merge_if_all_discussions_are_resolved"": false, ""only_allow_merge_if_pipeline_succeeds"": false, ""packages_enabled"": false, ""pages_access_level"": ""enabled"", ""requirements_access_level"": ""private"", ""path"": ""test-project"", ""printing_merge_request_link_enabled"": false, ""public_builds"": true, ""remove_source_branch_after_merge"": false, ""repository_access_level"": ""private"", ""repository_storage"": ""shard1"", ""request_access_enabled"": false, ""resolve_outdated_diff_discussions"": true, ""shared_runners_enabled"": false, ""show_default_award_emojis"": false, ""snippets_access_level"": ""enabled"", ""snippets_enabled"": false, ""tag_list"": [""rails"", ""template""], ""template_name"": ""rails"", ""visibility"": ""internal"", ""wiki_access_level"": ""private"", ""wiki_enabled"": false}",{},http://localhost:30000/api/v4/projects?auto_cancel_pending_pipelines=disabled&auto_devops_deploy_strategy=manual&auto_devops_enabled=False&autoclose_referenced_issues=True&avatar=logo.jpg&build_coverage_regex=Lines%3A+%28%5Cd%2B%29&build_git_strategy=clone&build_timeout=1800&builds_access_level=private&ci_config_path=ci%2Fconfig.yml&container_expiration_policy_attributes=%7B%22cadence%22%3A+%227d%22%2C+%22enabled%22%3A+false%2C+%22keep_n%22%3A+%225%22%2C+%22older_than%22%3A+%2230d%22%2C+%22name_regex%22%3A+%22%5Erelease-.%2A%24%22%2C+%22name_regex_delete%22%3A+%22%5Edelete-.%2A%24%22%2C+%22name_regex_keep%22%3A+%22%5Ekeep-.%2A%24%22%2C+%22next_run_at%22%3A+%222024-07-01T08%3A00%3A00Z%22%7D&container_registry_enabled=False&default_branch=master&description=Another+test+project.&emails_disabled=True&forking_access_level=enabled&initialize_with_readme=False&issues_access_level=private&jobs_enabled=False&lfs_enabled=False&merge_method=rebase_merge&merge_requests_access_level=enabled&merge_requests_enabled=False&namespace_id=456&only_allow_merge_if_all_discussions_are_resolved=False&only_allow_merge_if_pipeline_succeeds=False&packages_enabled=False&pages_access_level=enabled&requirements_access_level=private&path=test-project&printing_merge_request_link_enabled=False&public_builds=True&remove_source_branch_after_merge=False&repository_access_level=private&repository_storage=shard1&request_access_enabled=False&resolve_outdated_diff_discussions=True&shared_runners_enabled=False&show_default_award_emojis=False&snippets_access_level=enabled&snippets_enabled=False&tag_list=rails&tag_list=template&template_name=rails&visibility=internal&wiki_access_level=private&wiki_enabled=False,400,2xx,0.053s,FAIL
_projects_POST_0_1,1,post-/projects,POST,3,"{""auto_cancel_pending_pipelines"": ""auto"", ""auto_devops_deploy_strategy"": ""continuous"", ""auto_devops_enabled"": true, ""autoclose_referenced_issues"": true, ""avatar"": ""avatar.gif"", ""build_coverage_regex"": ""Coverage: (\\d+)"", ""build_git_strategy"": ""fetch"", ""build_timeout"": 1200, ""builds_access_level"": ""enabled"", ""ci_config_path"": "".gitlab-ci.yml"", ""container_expiration_policy_attributes"": {""cadence"": ""1w"", ""enabled"": true, ""keep_n"": ""3"", ""older_than"": ""14d"", ""name_regex"": "".*"", ""name_regex_delete"": "".*-delete"", ""name_regex_keep"": "".*-keep"", ""next_run_at"": ""2024-08-01T09:00:00Z""}, ""container_registry_enabled"": true, ""default_branch"": ""develop"", ""description"": ""Project with invalid enum value."", ""emails_disabled"": false, ""forking_access_level"": ""private"", ""import_url"": ""https://gitlab.com/example/repo.git"", ""initialize_with_readme"": true, ""issues_access_level"": ""enabled"", ""jobs_enabled"": false, ""lfs_enabled"": true, ""merge_method"": ""merge"", ""merge_requests_access_level"": ""enabled"", ""merge_requests_enabled"": false, ""name"": ""InvalidEnumProject"", ""namespace_id"": 789, ""only_allow_merge_if_all_discussions_are_resolved"": true, ""only_allow_merge_if_pipeline_succeeds"": true, ""packages_enabled"": true, ""pages_access_level"": ""public"", ""requirements_access_level"": ""enabled"", ""printing_merge_request_link_enabled"": true, ""public_builds"": false, ""remove_source_branch_after_merge"": true, ""repository_access_level"": ""enabled"", ""repository_storage"": ""default"", ""request_access_enabled"": true, ""resolve_outdated_diff_discussions"": false, ""shared_runners_enabled"": true, ""show_default_award_emojis"": true, ""snippets_access_level"": ""private"", ""snippets_enabled"": false, ""tag_list"": [""invalid"", ""enum""], ""visibility"": ""public"", ""wiki_access_level"": ""enabled"", ""wiki_enabled"": false}",{},http://localhost:30000/api/v4/projects?auto_cancel_pending_pipelines=auto&auto_devops_deploy_strategy=continuous&auto_devops_enabled=True&autoclose_referenced_issues=True&avatar=avatar.gif&build_coverage_regex=Coverage%3A+%28%5Cd%2B%29&build_git_strategy=fetch&build_timeout=1200&builds_access_level=enabled&ci_config_path=.gitlab-ci.yml&container_expiration_policy_attributes=%7B%22cadence%22%3A+%221w%22%2C+%22enabled%22%3A+true%2C+%22keep_n%22%3A+%223%22%2C+%22older_than%22%3A+%2214d%22%2C+%22name_regex%22%3A+%22.%2A%22%2C+%22name_regex_delete%22%3A+%22.%2A-delete%22%2C+%22name_regex_keep%22%3A+%22.%2A-keep%22%2C+%22next_run_at%22%3A+%222024-08-01T09%3A00%3A00Z%22%7D&container_registry_enabled=True&default_branch=develop&description=Project+with+invalid+enum+value.&emails_disabled=False&forking_access_level=private&import_url=https%3A%2F%2Fgitlab.com%2Fexample%2Frepo.git&initialize_with_readme=True&issues_access_level=enabled&jobs_enabled=False&lfs_enabled=True&merge_method=merge&merge_requests_access_level=enabled&merge_requests_enabled=False&name=InvalidEnumProject&namespace_id=789&only_allow_merge_if_all_discussions_are_resolved=True&only_allow_merge_if_pipeline_succeeds=True&packages_enabled=True&pages_access_level=public&requirements_access_level=enabled&printing_merge_request_link_enabled=True&public_builds=False&remove_source_branch_after_merge=True&repository_access_level=enabled&repository_storage=default&request_access_enabled=True&resolve_outdated_diff_discussions=False&shared_runners_enabled=True&show_default_award_emojis=True&snippets_access_level=private&snippets_enabled=False&tag_list=invalid&tag_list=enum&visibility=public&wiki_access_level=enabled&wiki_enabled=False,400,2xx,0.097s,FAIL
_projects_POST_0_1,1,post-/projects,POST,4,"{""auto_cancel_pending_pipelines"": ""enabled"", ""auto_devops_deploy_strategy"": ""timed_incremental"", ""auto_devops_enabled"": ""yes"", ""autoclose_referenced_issues"": false, ""avatar"": ""avatar.jpg"", ""build_coverage_regex"": ""Coverage: (\\d+)"", ""build_git_strategy"": ""fetch"", ""build_timeout"": 600, ""builds_access_level"": ""enabled"", ""ci_config_path"": "".gitlab-ci.yml"", ""container_expiration_policy_attributes"": {""cadence"": ""2w"", ""enabled"": false, ""keep_n"": ""2"", ""older_than"": ""60d"", ""name_regex"": "".*"", ""name_regex_delete"": "".*-delete"", ""name_regex_keep"": "".*-keep"", ""next_run_at"": ""2024-09-01T10:00:00Z""}, ""container_registry_enabled"": true, ""default_branch"": ""main"", ""description"": ""Project with type mismatch in boolean field."", ""emails_disabled"": false, ""forking_access_level"": ""enabled"", ""import_url"": ""https://gitlab.com/example/repo.git"", ""initialize_with_readme"": true, ""issues_access_level"": ""private"", ""jobs_enabled"": false, ""lfs_enabled"": true, ""merge_method"": ""ff"", ""merge_requests_access_level"": ""private"", ""merge_requests_enabled"": false, ""name"": ""TypeMismatchProject"", ""namespace_id"": 321, ""only_allow_merge_if_all_discussions_are_resolved"": true, ""only_allow_merge_if_pipeline_succeeds"": true, ""packages_enabled"": true, ""pages_access_level"": ""enabled"", ""requirements_access_level"": ""private"", ""printing_merge_request_link_enabled"": true, ""public_builds"": false, ""remove_source_branch_after_merge"": true, ""repository_access_level"": ""private"", ""repository_storage"": ""shard2"", ""request_access_enabled"": true, ""resolve_outdated_diff_discussions"": false, ""shared_runners_enabled"": true, ""show_default_award_emojis"": true, ""snippets_access_level"": ""enabled"", ""snippets_enabled"": false, ""tag_list"": [""type"", ""mismatch""], ""visibility"": ""internal"", ""wiki_access_level"": ""private"", ""wiki_enabled"": false}",{},http://localhost:30000/api/v4/projects?auto_cancel_pending_pipelines=enabled&auto_devops_deploy_strategy=timed_incremental&auto_devops_enabled=yes&autoclose_referenced_issues=False&avatar=avatar.jpg&build_coverage_regex=Coverage%3A+%28%5Cd%2B%29&build_git_strategy=fetch&build_timeout=600&builds_access_level=enabled&ci_config_path=.gitlab-ci.yml&container_expiration_policy_attributes=%7B%22cadence%22%3A+%222w%22%2C+%22enabled%22%3A+false%2C+%22keep_n%22%3A+%222%22%2C+%22older_than%22%3A+%2260d%22%2C+%22name_regex%22%3A+%22.%2A%22%2C+%22name_regex_delete%22%3A+%22.%2A-delete%22%2C+%22name_regex_keep%22%3A+%22.%2A-keep%22%2C+%22next_run_at%22%3A+%222024-09-01T10%3A00%3A00Z%22%7D&container_registry_enabled=True&default_branch=main&description=Project+with+type+mismatch+in+boolean+field.&emails_disabled=False&forking_access_level=enabled&import_url=https%3A%2F%2Fgitlab.com%2Fexample%2Frepo.git&initialize_with_readme=True&issues_access_level=private&jobs_enabled=False&lfs_enabled=True&merge_method=ff&merge_requests_access_level=private&merge_requests_enabled=False&name=TypeMismatchProject&namespace_id=321&only_allow_merge_if_all_discussions_are_resolved=True&only_allow_merge_if_pipeline_succeeds=True&packages_enabled=True&pages_access_level=enabled&requirements_access_level=private&printing_merge_request_link_enabled=True&public_builds=False&remove_source_branch_after_merge=True&repository_access_level=private&repository_storage=shard2&request_access_enabled=True&resolve_outdated_diff_discussions=False&shared_runners_enabled=True&show_default_award_emojis=True&snippets_access_level=enabled&snippets_enabled=False&tag_list=type&tag_list=mismatch&visibility=internal&wiki_access_level=private&wiki_enabled=False,400,2xx,0.046s,FAIL
